StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,,,,Q2,Q2_5_TEXT,Q3,Q3_1_TEXT,Q3_2_TEXT,Q3_3_TEXT,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_4_TEXT,Q7_3_TEXT,Q8_2,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q10_29,Q10_30,Q10_31,Q10_32,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q16_1,Q16_2,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20_1,Q20_2,Q20_3,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26,Q27,Q28
10/25/2019 9:51,10/25/2019 9:55,IP Address,152.3.43.40,100,279,TRUE,10/25/2019 9:55,R_3s1z7kvBRW2aDLT,,,,Freshman,,May of,2023,,,Other—please describe.,took ap macro but not micro,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant",It had no effect on my decision.,,,69,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Neutral,Neutral,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,6,3,10,8,7,A few times a week,2,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:51,10/25/2019 9:55,IP Address,152.3.43.49,100,269,TRUE,10/25/2019 9:55,R_3EstAnD8f8I7vQ8,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential career paths.,It will help me achieve my career goals.",,Medical profession,It made my decision easier.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Yes,Yes,Yes,Yes,Neutral,Neutral,Yes,Neutral,Yes,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",3,4,0,1,7,7,Hardly ever,3,1,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 9:50,10/25/2019 9:55,IP Address,152.3.43.57,100,330,TRUE,10/25/2019 9:55,R_ag8D18XyaI5WX3X,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",It made my decision easier.,,,65,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,I'm not sure,I'm not sure,I'm not sure,Average,Average,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",7,8,0,0,6,4,Hardly ever,3,0,0,"No, it is irrelevant.",,Only my father received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 9:53,10/25/2019 9:56,IP Address,152.3.43.43,100,211,TRUE,10/25/2019 9:56,R_1mmDkKhk7NGyDAq,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,"Wall Street-type occupation,Medical profession",I registered for this class not knowing it was Pass/Fail.,,,83,I expect a single major in economics,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Average,Average,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",5,8,2,6,7,8,A few times a week,2,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,,,,No,
10/25/2019 9:52,10/25/2019 9:56,IP Address,152.3.43.47,100,236,TRUE,10/25/2019 9:56,R_1kIklryW2woueeb,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",It made my decision easier.,,,45,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Average,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,8,1,0,4,4,A few times a week,2,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:50,10/25/2019 9:57,IP Address,152.3.43.47,100,373,TRUE,10/25/2019 9:57,R_33EmxmNxHsLdHGz,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,I am exploring potential interests.,,Wall Street-type occupation,I registered for this class not knowing it was Pass/Fail.,,,48,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Average,Average,No change,No change,Asset pricing,5,5,5,5,5,5,A few times a week,3,3,3,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,FALSE,No,Black or African America (including Africa and Caribbean),Male,Yes,
10/25/2019 9:52,10/25/2019 9:58,IP Address,152.3.43.49,100,326,TRUE,10/25/2019 9:58,R_12FPidB9kCkfisL,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It had no effect on my decision.,,,67,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,No change,Asset pricing,8,3,3,3,8,8,A few times a month,3,3,2,"No, it is irrelevant.",,Only my father received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:54,10/25/2019 9:58,IP Address,152.3.43.47,100,235,TRUE,10/25/2019 9:58,R_A7fBZEeO8mzWAdb,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,Consultant,I registered for this class not knowing it was Pass/Fail.,,,20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Below-average competitive,Below-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",4,2,5,10,6,7,A few times a week,3,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 9:52,10/25/2019 9:58,IP Address,152.3.43.41,100,345,TRUE,10/25/2019 9:58,R_3OlHXEJIxAJOHjT,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am interested in economics as a subject.,,"Wall Street-type occupation,Policy Analyst,Consultant,Lawyer",I registered for this class not knowing it was Pass/Fail.,,,95,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,8,3,3,7,7,A few times a week,4,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:56,10/25/2019 9:58,IP Address,198.86.29.21,100,149,TRUE,10/25/2019 9:58,R_2tEId9A1UVq2JC8,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst,Consultant,Medical profession",I registered for this class not knowing it was Pass/Fail.,,,60,I expect a double major with economics being one of my majors,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,I now feel like it is more competitive,Asset pricing,8,9,3,5,7,7,A few times a week,2,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,Yes,,Female,Yes,
10/25/2019 9:56,10/25/2019 9:59,IP Address,152.3.43.56,100,171,TRUE,10/25/2019 9:59,R_1PZh8qYnfpxtuWZ,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Policy Analyst,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",I registered for this class not knowing it was Pass/Fail.,,,70,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Neutral,Neutral,No,Neutral,Neutral,No,Yes,Average,Extremely competitive,No change,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,7,1,3,9,9,A few times a week,3,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,,,Yes,
10/25/2019 9:56,10/25/2019 9:59,IP Address,152.3.43.42,100,198,TRUE,10/25/2019 9:59,R_3HTS2PtlX0zO5Ff,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,99,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Neutral,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel it is less competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,7,8,8,8,9,A few times a week,2,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/25/2019 9:56,10/25/2019 10:00,IP Address,152.3.43.42,100,196,TRUE,10/25/2019 10:00,R_1GHB2GiIT7ZiHLC,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Policy Analyst,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It had no effect on my decision.,,,85,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",6,7,3,6,9,9,Hardly ever,2,3,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:58,10/25/2019 10:01,IP Address,198.86.29.22,100,215,TRUE,10/25/2019 10:01,R_TiRW7A8Besn7TQR,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.,My parents or relatives pressured me.",,"Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,30,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,Yes,I'm not sure,Yes,Neutral,I'm not sure,Yes,Neutral,Neutral,Yes,Extremely competitive,Extremely competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",6,3,6,8,10,5,Daily,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:50,10/25/2019 10:02,IP Address,152.3.43.57,100,695,TRUE,10/25/2019 10:02,R_2RVuc8dils1Q5pP,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",It was crucial to my decision.,,,20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Neutral,I'm not sure,Neutral,No,I'm not sure,Neutral,Yes,I'm not sure,Yes,Above-average competitive,Extremely competitive,I now feel like it is more competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,7,7,3,3,6,A few times a month,2,1,0,"No, it is irrelevant.",,Neither of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/25/2019 9:57,10/25/2019 10:04,IP Address,152.3.43.47,100,372,TRUE,10/25/2019 10:04,R_PSesOb0xBkP8YWR,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,None of the above,I registered for this class not knowing it was Pass/Fail.,,,85,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,I'm not sure,Neutral,No,Neutral,Yes,Neutral,I'm not sure,Average,Above-average competitive,No change,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,8,1,7,5,4,A few times a week,1,2,2,"No, it is irrelevant.",,Neither of my parents received a college or university degree.,TRUE,No,Black or African America (including Africa and Caribbean),Female,Yes,I see that one of the occupation options was removed from the original survey. I'm interested in becoming an actuary.
10/25/2019 9:53,10/25/2019 10:04,IP Address,198.86.29.21,100,660,TRUE,10/25/2019 10:04,R_1rwhXAaIJ9FaCWL,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"Wall Street-type occupation,Consultant",It had no effect on my decision.,,,34,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Average,Above-average competitive,No change,No change,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",9,4,1,1,1,1,A few times a month,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 10:00,10/25/2019 10:04,IP Address,152.3.43.48,100,232,TRUE,10/25/2019 10:04,R_1Fn74m10SJpIpbl,,,,Freshman,,May of,2023,,,Other—please describe.,took ap macro but not micro,I am exploring potential interests.,,"Wall Street-type occupation,Consultant",It made my decision easier.,,,13,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Yes,,,,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",5,8,0,0,2,3,A few times a week,3,1,4,"No, it is irrelevant.",,Only my mother received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Male,Yes,
